path,verdict,detail,samplerate,cutoff_hz,nyquist_hz,slope_db_per_khz
/home/adam/driveBig/Music/My Playlist/Fresh Feeling - Eels - Meet the Eels - Essential Eels.flac,SUSPECT,"hard cutoff at ~21092Hz, steep 13.5dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21092,22050,13.5
/home/adam/driveBig/Music/My Playlist/Friday I'm In Love - The Cure - Wish.flac,SUSPECT,"hard cutoff at ~20995Hz, steep 18.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20995,22050,18.7
/home/adam/driveBig/Music/My Playlist/Friends Will Be Friends - Queen - A Kind Of Magic (Deluxe Edition 2011 Remaster).flac,SUSPECT,"hard cutoff at ~20704Hz, steep 14.3dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20704,22050,14.3
/home/adam/driveBig/Music/My Playlist/From Austin - Zach Bryan - American Heartbreak.flac,SUSPECT,"hard cutoff at ~21140Hz, steep 14.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21140,22050,14.1
/home/adam/driveBig/Music/My Playlist/FUEGO - Bernth.flac,SUSPECT,"hard cutoff at ~17453Hz, steep 20.2dB/kHz -> likely transcoded from 160kbps MP3",44100,17453,22050,20.2
/home/adam/driveBig/Music/My Playlist/FUZZY - ivri - the theory of you.flac,SUSPECT,"hard cutoff at ~20968Hz, steep 14.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20968,22050,14.2
/home/adam/driveBig/Music/My Playlist/Fun Never Ends - Barns Courtney - 404.flac,SUSPECT,"hard cutoff at ~20801Hz, steep 22.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20801,22050,22
/home/adam/driveBig/Music/My Playlist/Galvanize - Bernth.flac,SUSPECT,"hard cutoff at ~17038Hz, steep 23.1dB/kHz -> likely transcoded from 160kbps MP3",44100,17038,22050,23.1
/home/adam/driveBig/Music/My Playlist/Garden of England (Interlude) - alt-J - This Is All Yours.flac,SUSPECT,"hard cutoff at ~20349Hz, steep 16.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20349,22050,16.4
/home/adam/driveBig/Music/My Playlist/Generational Divide - Blink-182 - NINE.flac,SUSPECT,"hard cutoff at ~21076Hz, steep 22.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21076,22050,22.4
/home/adam/driveBig/Music/My Playlist/Get It Hot - AC-DC - Highway To Hell.flac,SUSPECT,"hard cutoff at ~20629Hz, steep 18.3dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20629,22050,18.3
/home/adam/driveBig/Music/My Playlist/Genesis - Ren - Sick Boi.flac,SUSPECT,"hard cutoff at ~17027Hz, steep 19.4dB/kHz -> likely transcoded from 160kbps MP3",44100,17027,22050,19.4
/home/adam/driveBig/Music/My Playlist/Get What You Need - Jet - Get Born.flac,SUSPECT,"hard cutoff at ~21049Hz, steep 12.5dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21049,22050,12.5
/home/adam/driveBig/Music/My Playlist/Geyser - Mitski - Be the Cowboy.flac,SUSPECT,"hard cutoff at ~21054Hz, steep 20.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21054,22050,20.2
/home/adam/driveBig/Music/My Playlist/Gimme All Your Lovin' - ZZ Top - Eliminator.flac,SUSPECT,"hard cutoff at ~20618Hz, steep 12.8dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20618,22050,12.8
/home/adam/driveBig/Music/My Playlist/Ghost - Confetti - Elephant In The Room.flac,SUSPECT,"hard cutoff at ~20139Hz, steep 23.1dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20139,22050,23.1
/home/adam/driveBig/Music/My Playlist/Gimme The Car - Violent Femmes - Violent Femmes.flac,SUSPECT,"hard cutoff at ~20882Hz, steep 12.9dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20882,22050,12.9
/home/adam/driveBig/Music/My Playlist/Girl Soldier - Bikini Kill - The First Two Records.flac,SUSPECT,"hard cutoff at ~20645Hz, steep 16.6dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20645,22050,16.6
/home/adam/driveBig/Music/My Playlist/Give it Away - Red Hot Chili Peppers - Blood Sugar Sex Magik.flac,SUSPECT,"hard cutoff at ~21033Hz, steep 12.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21033,22050,12.2
/home/adam/driveBig/Music/My Playlist/Given the Dog a Bone - AC-DC - Back in Black.flac,SUSPECT,"hard cutoff at ~20806Hz, steep 22.8dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20806,22050,22.8
"/home/adam/driveBig/Music/My Playlist/Go, Go, Go (Down The Line) - Roy Orbison - The Very Best Of.flac",SUSPECT,"hard cutoff at ~20661Hz, steep 16.0dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20661,22050,16
/home/adam/driveBig/Music/My Playlist/GOD COMPLEX - Bernth.flac,SUSPECT,"hard cutoff at ~16494Hz, steep 18.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16494,22050,18.9
/home/adam/driveBig/Music/My Playlist/Goin' Down - The Monkees - Greatest Hits.flac,SUSPECT,"hard cutoff at ~20941Hz, steep 13.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20941,22050,13.1
/home/adam/driveBig/Music/My Playlist/Going Away To College - Blink-182 - Enema of the State.flac,SUSPECT,"hard cutoff at ~21108Hz, steep 17.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21108,22050,17.7
/home/adam/driveBig/Music/My Playlist/Gods of War - Def Leppard - Hysteria.flac,SUSPECT,"hard cutoff at ~20763Hz, steep 22.7dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20763,22050,22.7
/home/adam/driveBig/Music/My Playlist/Goo - Em Beihold - Egg in the Backseat.flac,SUSPECT,"hard cutoff at ~20623Hz, steep 15.1dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20623,22050,15.1
/home/adam/driveBig/Music/My Playlist/Good Times Bad Times - Led Zeppelin - Led Zeppelin I.flac,SUSPECT,"hard cutoff at ~20812Hz, steep 17.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20812,22050,17.7
/home/adam/driveBig/Music/My Playlist/Good Times Roll - The Cars - The Cars Greatest Hits.flac,SUSPECT,"hard cutoff at ~20823Hz, steep 24.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20823,22050,24.4
/home/adam/driveBig/Music/My Playlist/Goodbye and Good Riddance to Bad Luck - AC-DC - The Razors Edge.flac,SUSPECT,"hard cutoff at ~20640Hz, steep 14.8dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20640,22050,14.8
/home/adam/driveBig/Music/My Playlist/Got You by the Balls - AC-DC - The Razors Edge.flac,SUSPECT,"hard cutoff at ~20623Hz, steep 14.0dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20623,22050,14
/home/adam/driveBig/Music/My Playlist/Gouge Away - Pixies - Doolittle.flac,SUSPECT,"hard cutoff at ~20871Hz, steep 19.8dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20871,22050,19.8
/home/adam/driveBig/Music/My Playlist/Grapes - James Marriott - Bitter Tongues.flac,SUSPECT,"hard cutoff at ~20290Hz, steep 13.5dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20290,22050,13.5
/home/adam/driveBig/Music/My Playlist/Green - BoyWithUke - BoyWithUke - B Sides.flac,SUSPECT,"hard cutoff at ~20715Hz, steep 15.7dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20715,22050,15.7
/home/adam/driveBig/Music/My Playlist/Guerrilla Radio - Rage Against the Machine - The Battle Of Los Angeles.flac,SUSPECT,"hard cutoff at ~21146Hz, steep 14.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21146,22050,14
/home/adam/driveBig/Music/My Playlist/Free Fallin' - Tom Petty - Full Moon Fever.flac,SUSPECT,"hard cutoff at ~20957Hz, steep 19.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20957,22050,19.1
/home/adam/driveBig/Music/My Playlist/From Little Things Big Things Grow - Paul Kelly and The Messengers - Comedy.flac,SUSPECT,"hard cutoff at ~20823Hz, steep 18.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20823,22050,18
/home/adam/driveBig/Music/My Playlist/Girls Got Rhythm - AC-DC - Highway To Hell.flac,SUSPECT,"hard cutoff at ~20952Hz, steep 27.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20952,22050,27.2
/home/adam/driveBig/Music/My Playlist/Hands - Barns Courtney - The Attractions of Youth.flac,SUSPECT,"hard cutoff at ~20527Hz, steep 13.0dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20527,22050,13
/home/adam/driveBig/Music/My Playlist/Hands - Barns Courtney - The Dull Drums EP.flac,SUSPECT,"hard cutoff at ~20527Hz, steep 13.3dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20527,22050,13.3
/home/adam/driveBig/Music/My Playlist/Happy Days - Blink-182 - NINE.flac,SUSPECT,"hard cutoff at ~21027Hz, steep 19.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21027,22050,19.4
/home/adam/driveBig/Music/My Playlist/Harlem Hellfighter - Tom Morello - The Atlas Underground Fire.flac,SUSPECT,"hard cutoff at ~17458Hz, steep 24.8dB/kHz -> likely transcoded from 160kbps MP3",44100,17458,22050,24.8
/home/adam/driveBig/Music/My Playlist/Have a Drink on Me - AC-DC - Back in Black.flac,SUSPECT,"hard cutoff at ~20753Hz, steep 22.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20753,22050,22.4
/home/adam/driveBig/Music/My Playlist/Heart And Soul - The Monkees - Greatest Hits.flac,SUSPECT,"hard cutoff at ~21097Hz, steep 18.6dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21097,22050,18.6
/home/adam/driveBig/Music/My Playlist/Heart Like This - Daniel Champagne - The Heartland Hurricanes.flac,SUSPECT,"hard cutoff at ~21059Hz, steep 12.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21059,22050,12.2
/home/adam/driveBig/Music/My Playlist/Heartbeat City - The Cars - The Cars Greatest Hits.flac,SUSPECT,"hard cutoff at ~20623Hz, steep 19.9dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20623,22050,19.9
/home/adam/driveBig/Music/My Playlist/Heartbreak Hallelujah - Barns Courtney - Supernatural.flac,SUSPECT,"hard cutoff at ~20855Hz, steep 17.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20855,22050,17.2
/home/adam/driveBig/Music/My Playlist/Heathens - Twenty One Pilots.flac,SUSPECT,"hard cutoff at ~20995Hz, steep 20.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20995,22050,20
/home/adam/driveBig/Music/My Playlist/Heaven - Blink-182 - NINE.flac,SUSPECT,"hard cutoff at ~21038Hz, steep 19.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21038,22050,19.2
/home/adam/driveBig/Music/My Playlist/Helium - Feeder - Comfort in Sound.flac,SUSPECT,"hard cutoff at ~20731Hz, steep 12.6dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20731,22050,12.6
/home/adam/driveBig/Music/My Playlist/Here Ever After - Red Hot Chili Peppers - Unlimited Love.flac,SUSPECT,"hard cutoff at ~21076Hz, steep 12.3dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21076,22050,12.3
/home/adam/driveBig/Music/My Playlist/Helpless Automaton - Men at Work - Business As Usual.flac,SUSPECT,"hard cutoff at ~20570Hz, steep 18.0dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20570,22050,18
/home/adam/driveBig/Music/My Playlist/Here Comes Your Man - Pixies - Doolittle.flac,SUSPECT,"hard cutoff at ~21140Hz, steep 21.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21140,22050,21.7
/home/adam/driveBig/Music/My Playlist/Here I Go Again - Whitesnake - Live... in the Shadow of the Blues.flac,SUSPECT,"hard cutoff at ~20177Hz, steep 12.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20177,22050,12.4
/home/adam/driveBig/Music/My Playlist/Here I Stand And Face The Rain - A-Ha - Hunting High And Low.flac,SUSPECT,"hard cutoff at ~20521Hz, steep 18.0dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20521,22050,18
/home/adam/driveBig/Music/My Playlist/Hey - Pixies - Doolittle.flac,SUSPECT,"hard cutoff at ~20683Hz, steep 14.0dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20683,22050,14
/home/adam/driveBig/Music/My Playlist/Hey There Delilah - Plain White T’s - All That We Needed.flac,SUSPECT,"hard cutoff at ~20306Hz, steep 15.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20306,22050,15.4
/home/adam/driveBig/Music/My Playlist/Hey Man (Now You're Really Living) - Eels - Meet the Eels - Essential Eels.flac,SUSPECT,"hard cutoff at ~21054Hz, steep 18.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21054,22050,18
"/home/adam/driveBig/Music/My Playlist/Hey, Johnny Park! - Foo Fighters - The Colour And The Shape.flac",SUSPECT,"hard cutoff at ~20893Hz, steep 13.6dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20893,22050,13.6
/home/adam/driveBig/Music/My Playlist/High And Dry - Radiohead - The Bends.flac,SUSPECT,"hard cutoff at ~21103Hz, steep 13.6dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21103,22050,13.6
/home/adam/driveBig/Music/My Playlist/Highway Star - Deep Purple - Dazed and Confused.flac,SUSPECT,"hard cutoff at ~20575Hz, steep 14.6dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20575,22050,14.6
/home/adam/driveBig/Music/My Playlist/Highway to Hell - Tom Morello; Bruce Springsteen; Eddie Vedder - The Atlas Underground Fire.flac,SUSPECT,"hard cutoff at ~21076Hz, steep 22.8dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21076,22050,22.8
/home/adam/driveBig/Music/My Playlist/Hit Me Like That Snare - alt-J - Relaxer.flac,SUSPECT,"hard cutoff at ~20661Hz, steep 12.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20661,22050,12.4
/home/adam/driveBig/Music/My Playlist/Hobo Rocket - Barns Courtney - The Attractions of Youth.flac,SUSPECT,"hard cutoff at ~20532Hz, steep 14.6dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20532,22050,14.6
/home/adam/driveBig/Music/My Playlist/Ho Hey - The Lumineers - The Lumineers.flac,SUSPECT,"hard cutoff at ~20586Hz, steep 15.3dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20586,22050,15.3
/home/adam/driveBig/Music/My Playlist/Hold The Line - Tom Morello; Grandson - The Atlas Underground Fire.flac,SUSPECT,"hard cutoff at ~21033Hz, steep 19.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21033,22050,19.2
/home/adam/driveBig/Music/My Playlist/Holding on to You - Twenty One Pilots - Vessel.flac,SUSPECT,"hard cutoff at ~20963Hz, steep 20.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20963,22050,20
/home/adam/driveBig/Music/My Playlist/Hometown - Twenty One Pilots - Blurryface.flac,SUSPECT,"hard cutoff at ~20903Hz, steep 12.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20903,22050,12.4
/home/adam/driveBig/Music/My Playlist/Hot - Confetti - Elephant In The Room.flac,SUSPECT,"hard cutoff at ~20123Hz, steep 18.6dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20123,22050,18.6
/home/adam/driveBig/Music/My Playlist/Hotel California - Eagles.flac,SUSPECT,"hard cutoff at ~20392Hz, steep 20.6dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20392,22050,20.6
/home/adam/driveBig/Music/My Playlist/Homesick - BoyWithUke - Lucid Dreams.flac,SUSPECT,"hard cutoff at ~20623Hz, steep 17.1dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20623,22050,17.1
/home/adam/driveBig/Music/My Playlist/Heaven For Everyone - Queen - Made In Heaven (Deluxe Edition 2011 Remaster).flac,SUSPECT,"hard cutoff at ~20790Hz, steep 14.7dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20790,22050,14.7
/home/adam/driveBig/Music/My Playlist/House of the Rising Sun - alt-J - Relaxer.flac,SUSPECT,"hard cutoff at ~20903Hz, steep 18.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20903,22050,18.4
/home/adam/driveBig/Music/My Playlist/How Are You True - Cage The Elephant - Tell Me I'm Pretty.flac,SUSPECT,"hard cutoff at ~20946Hz, steep 14.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20946,22050,14.2
/home/adam/driveBig/Music/My Playlist/How Long Have You Known - DIIV - Oshin.flac,SUSPECT,"hard cutoff at ~20177Hz, steep 12.5dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20177,22050,12.5
/home/adam/driveBig/Music/My Playlist/How It Would End - Balu Brigada - I Should Be Home.flac,SUSPECT,"hard cutoff at ~20898Hz, steep 16.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20898,22050,16.4
/home/adam/driveBig/Music/My Playlist/How Many More Times - Led Zeppelin - Led Zeppelin I.flac,SUSPECT,"hard cutoff at ~20710Hz, steep 14.8dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20710,22050,14.8
/home/adam/driveBig/Music/My Playlist/Human - DIIV - Oshin.flac,SUSPECT,"hard cutoff at ~16010Hz, steep 13.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16010,22050,13.7
/home/adam/driveBig/Music/My Playlist/Hump de Bump - Red Hot Chili Peppers - Stadium Arcadium.flac,SUSPECT,"hard cutoff at ~21119Hz, steep 15.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21119,22050,15.1
/home/adam/driveBig/Music/My Playlist/Hunger of the Pine - alt-J - This Is All Yours.flac,SUSPECT,"hard cutoff at ~20607Hz, steep 13.9dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20607,22050,13.9
/home/adam/driveBig/Music/My Playlist/Hungover You - Blink-182 - NINE.flac,SUSPECT,"hard cutoff at ~21097Hz, steep 27.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21097,22050,27
/home/adam/driveBig/Music/My Playlist/Hunting High And Low - A-Ha.flac,SUSPECT,"hard cutoff at ~20623Hz, steep 21.9dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20623,22050,21.9
/home/adam/driveBig/Music/My Playlist/Hypocrite - Cage The Elephant - Melophobia.flac,SUSPECT,"hard cutoff at ~21162Hz, steep 19.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21162,22050,19
/home/adam/driveBig/Music/My Playlist/Hysteria - Def Leppard.flac,SUSPECT,"hard cutoff at ~20946Hz, steep 26.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20946,22050,26.7
/home/adam/driveBig/Music/My Playlist/I Bleed - Pixies - Doolittle.flac,SUSPECT,"hard cutoff at ~20952Hz, steep 20.5dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20952,22050,20.5
/home/adam/driveBig/Music/My Playlist/I Can See It in Your Eyes - Men at Work - Business As Usual.flac,SUSPECT,"hard cutoff at ~20591Hz, steep 17.9dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20591,22050,17.9
/home/adam/driveBig/Music/My Playlist/I Can't Quit You Baby - Led Zeppelin - Led Zeppelin I.flac,SUSPECT,"hard cutoff at ~20634Hz, steep 14.3dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20634,22050,14.3
/home/adam/driveBig/Music/My Playlist/I Could Die for You - Red Hot Chili Peppers - By the Way.flac,SUSPECT,"hard cutoff at ~21151Hz, steep 13.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21151,22050,13.2
/home/adam/driveBig/Music/My Playlist/I Can't Stop - Flux Pavilion - Lines in Wax.flac,SUSPECT,"hard cutoff at ~21135Hz, steep 13.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21135,22050,13.7
/home/adam/driveBig/Music/My Playlist/I Can’t Stand It - Eric Clapton - The Cream of Clapton.flac,SUSPECT,"hard cutoff at ~20457Hz, steep 16.5dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20457,22050,16.5
/home/adam/driveBig/Music/My Playlist/I Got the Six - ZZ Top - Eliminator.flac,SUSPECT,"hard cutoff at ~21027Hz, steep 18.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21027,22050,18
/home/adam/driveBig/Music/My Playlist/I Do It So Well - The Struts - YOUNG&DANGEROUS.flac,SUSPECT,"hard cutoff at ~21049Hz, steep 22.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21049,22050,22.1
/home/adam/driveBig/Music/My Playlist/I Know It’s Over - The Smiths - The Queen Is Dead.flac,SUSPECT,"hard cutoff at ~20338Hz, steep 17.0dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20338,22050,17
"/home/adam/driveBig/Music/My Playlist/If You Don't, Don't - Jimmy Eat World - Bleed American.flac",SUSPECT,"hard cutoff at ~20973Hz, steep 16.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20973,22050,16.4
/home/adam/driveBig/Music/My Playlist/If You Want Blood (You've Got It) - AC-DC - Highway To Hell.flac,SUSPECT,"hard cutoff at ~20629Hz, steep 18.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20629,22050,18.4
/home/adam/driveBig/Music/My Playlist/I'm A Believer - The Monkees - Greatest Hits.flac,SUSPECT,"hard cutoff at ~21092Hz, steep 16.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21092,22050,16.1
/home/adam/driveBig/Music/My Playlist/Illest Of Our Time - Ren - Sick Boi.flac,SUSPECT,"hard cutoff at ~17130Hz, steep 27.8dB/kHz -> likely transcoded from 160kbps MP3",44100,17130,22050,27.8
/home/adam/driveBig/Music/My Playlist/I'm A Believer - The Monkees - Here They Come The Greatest Hits Of The Monkees.flac,SUSPECT,"hard cutoff at ~21113Hz, steep 17.0dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21113,22050,17
/home/adam/driveBig/Music/My Playlist/I'm Not the One - The Cars - The Cars Greatest Hits.flac,SUSPECT,"hard cutoff at ~20489Hz, steep 17.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20489,22050,17.4
/home/adam/driveBig/Music/My Playlist/I'm on my way - The Proclaimers.flac,SUSPECT,"hard cutoff at ~21076Hz, steep 20.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21076,22050,20.4
/home/adam/driveBig/Music/My Playlist/100 Degrees - Rich Brian - The Sailor.flac,SUSPECT,"hard cutoff at ~21038Hz, steep 18.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21038,22050,18.2
/home/adam/driveBig/Music/My Playlist/12345 - Em Beihold - Egg in the Backseat.flac,SUSPECT,"hard cutoff at ~20876Hz, steep 19.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20876,22050,19.1
/home/adam/driveBig/Music/My Playlist/15 Step - Radiohead - In Rainbows.flac,SUSPECT,"hard cutoff at ~21167Hz, steep 19.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21167,22050,19.7
/home/adam/driveBig/Music/My Playlist/In Dreams - Roy Orbison - The Essential Roy Orbison.flac,SUSPECT,"hard cutoff at ~21000Hz, steep 19.6dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21000,22050,19.6
/home/adam/driveBig/Music/My Playlist/In Cold Blood - alt-J - Relaxer.flac,SUSPECT,"hard cutoff at ~20796Hz, steep 14.5dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20796,22050,14.5
/home/adam/driveBig/Music/My Playlist/In Love With a Camera - The Struts - YOUNG&DANGEROUS.flac,SUSPECT,"hard cutoff at ~21033Hz, steep 19.6dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21033,22050,19.6
/home/adam/driveBig/Music/My Playlist/Intro - alt-J - An Awesome Wave.flac,SUSPECT,"hard cutoff at ~20957Hz, steep 16.1dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20957,22050,16.1
/home/adam/driveBig/Music/My Playlist/I Need You Tonight - ZZ Top - Eliminator.flac,SUSPECT,"hard cutoff at ~20984Hz, steep 16.2dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20984,22050,16.2
/home/adam/driveBig/Music/My Playlist/I Only Said - My Bloody Valentine - Loveless.flac,SUSPECT,"hard cutoff at ~20640Hz, steep 15.5dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20640,22050,15.5
"/home/adam/driveBig/Music/My Playlist/I Really Want to Stay At Your House - Rosa Walton - Cyberpunk 2077 - Radio, Vol. 2 (Original Soundtrack).flac",SUSPECT,"hard cutoff at ~20597Hz, steep 15.1dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20597,22050,15.1
/home/adam/driveBig/Music/My Playlist/I See Red - Split Enz - The Living Enz.flac,SUSPECT,"hard cutoff at ~20618Hz, steep 18.4dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20618,22050,18.4
/home/adam/driveBig/Music/My Playlist/I Shot the Sheriff - Eric Clapton - The Cream of Clapton.flac,SUSPECT,"hard cutoff at ~20704Hz, steep 22.7dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20704,22050,22.7
/home/adam/driveBig/Music/My Playlist/I Should Be Home - Balu Brigada.flac,SUSPECT,"hard cutoff at ~20187Hz, steep 12.6dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20187,22050,12.6
/home/adam/driveBig/Music/My Playlist/I Wanna Be Free - The Monkees - Greatest Hits.flac,SUSPECT,"hard cutoff at ~20941Hz, steep 12.6dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20941,22050,12.6
/home/adam/driveBig/Music/My Playlist/I Was King - ONE OK ROCK - Ambitions.flac,SUSPECT,"hard cutoff at ~20968Hz, steep 17.4dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,20968,22050,17.4
/home/adam/driveBig/Music/My Playlist/I'm Yours - Jason Mraz - We Sing. We Dance. We Steal Things..flac,SUSPECT,"hard cutoff at ~20796Hz, steep 20.1dB/kHz -> likely transcoded from 256/224kbps MP3/AAC",44100,20796,22050,20.1
